111897	Saffron tree	n	കുങ്കുമമരം
61513	Sag	v	നടുവളയുക
61514	Sag	v	അവനമിക്കുക
61515	Sag	v	മനസ്സിടിയുക
61516	Sag	v	കുനിഞ്ഞു നടക്കുക
61517	Sag	v	വളയുക
61518	Sag	-	ഉലച്ചല്‍
61519	Sag	n	ചായ്‌വ്‌
61520	Sag	n	വളഞ്ഞ ഭാഗം
61521	Sag	v	ചാഞ്ചല്യം തോന്നുക
61522	Sag	n	വളവ്‌
61523	Sag	n	കുനിവ്‌
122767	Sag	v	നടുവില്‍ കുഴിയുക
122768	Sag	v	ബലം കുറയുക
122769	Sag	v	തളരുക
122770	Sag	n	ചരിയുകകീഴോട്ടു ചായുകപച്ചക്കറി
61524	Saga	n	വിപരാക്രമങ്ങള്‍ വര്‍ണ്ണിക്കുന്ന ഐതിഹ്യപരമായ ആഖ്യനം
61525	Saga	n	വീരകഥ
61526	Saga	n	വംശകഥാനുവര്‍ണ്ണനപരമായ സുദീര്‍ഘ നോവല്‍
61528	Saga	n	ഒരുകുടുംബത്തിന്റെയോ ഗോത്രത്തിന്റെയോ പല തലമുറക്കാലത്തെ കഥകള്‍ വിവരിക്കുന്ന ആഖ്യായിക
165912	Saga	n	വീരകഥകള്‍
165913	Saga	n	പുരാണകഥകള്‍
165914	Saga	n	തലമുറകളുടെ കഥ
213842	Saga	n	ഒരു കുടുംബത്തിലെ പല തലമുറകളെപ്പറ്റി പരന്പരയായി വരുന്ന കഥ
